collection_id,patientID,StudyInstanceUID,SeriesInstanceUID,SOPInstanceUID,gcs_url,md5_hash
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.552.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2532.dcm,939c3a6710f8d7567d6e417339a79bc8
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.553.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2533.dcm,1d2c2300af00c1251182f4210a993e17
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.554.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2534.dcm,0f44b7b19e815085464498660baada92
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.555.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2535.dcm,425182c0698399d296eec25343ea4d03
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.556.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2536.dcm,85cb824787e09433d373849868979ba0
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.557.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2537.dcm,3b0d846f9781738dd49e51d9398bc02f
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.558.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2538.dcm,bf1dd6ed9c31fdab0a71caaef39f6d26
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.559.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2539.dcm,fabe781c3b5cd2261aeb63545fc93fd6
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.560.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2540.dcm,8251ce022814b064cc0a975aab262d3a
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.561.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2541.dcm,b110fdcea0f3dfe9315fd4b1184c0428
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.562.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2542.dcm,dce3c8b1af3d77c09a2fb3d792ae376e
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.563.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2543.dcm,4fbbbc24970bffc4e06491c377a10e40
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.564.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2544.dcm,55d23a7206d751023e783664eb3e3443
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.565.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2545.dcm,a0341b282b963b42956ad56b22a878d3
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.566.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2546.dcm,55ac5f566f4e583beb2a0ee70e542538
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.567.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2547.dcm,4f52e4523e900e743feabd6e26d5db70
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.568.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2548.dcm,2c1c139ccc2e26efdca33ce879ce3d4d
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.569.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2549.dcm,ed4b4b2f51fb95a1ac718a53a500a456
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.570.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2550.dcm,f310969c640d89f091f185624c70c203
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.571.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2551.dcm,6f7734a56c2dd06d31a17e641af75551
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.572.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2552.dcm,5a366ecbf63a701d6dcb7e4672653508
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.573.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2553.dcm,e20aba8b08385c40abebf99a0c0c7f1b
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.574.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2554.dcm,eb729cdae28f64912dfa9a7b8ff00280
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.575.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2555.dcm,643e48adcb1b125cf79faeded668bf21
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.576.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2556.dcm,dbe252a3f1c9ec6a97e586351552ca1e
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.577.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2557.dcm,ee90c6680ac706ef600d582d32f06126
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.578.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2558.dcm,10ee66f67243320ab9100facbc93ffec
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.579.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2559.dcm,f714997df003d737aa819f8e46165d54
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.580.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2560.dcm,42d8ae205ef062476970f524f043f8b9
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.581.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2561.dcm,2e7a359039a5fa3f5c802396e3a60ac2
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.582.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2562.dcm,50d51744bfc3604b26958d95171aa727
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.583.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2563.dcm,bc10dbe66f28ccc455c5a38f8aa5d340
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.584.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2564.dcm,5c88a52f3ee9a1de444dd985348bcd81
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.585.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2565.dcm,a23655701d2177230b7295d9ed2fd916
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.586.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2566.dcm,870b894aae42aec2cf96e3593e5fd96c
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.587.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2567.dcm,390f781ada704876acfd9565700c3821
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.588.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2568.dcm,875183cd8fd11c2609a0ca353ce3e834
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.589.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2569.dcm,f33def654aabc47ca144cedfb8401592
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.590.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2570.dcm,4a15aee79f7b302d9c2cc4d87de8a0df
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.591.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2571.dcm,de0084a9b976c56ce8d18a06189d7992
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.592.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2572.dcm,dbdeeacfe31541c3e59d342ff4324770
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.593.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2573.dcm,c37bbf350930530fae584bcf7a4b7ac1
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.594.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2574.dcm,24893730107dad2fce2ce4511a7da2ec
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.595.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2575.dcm,e4482b6a4ae5a7b9aea7cc2a24d332f4
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.596.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2576.dcm,b63a2700a2e46cb6b1dfb6556c5f2425
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.597.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2577.dcm,08f074e5791525f170cdf3623165002d
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.598.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2578.dcm,fb62c6e517af564f6fd7e8508de57d10
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.599.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2579.dcm,0c006037e5386224ca0932abbb94a893
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.600.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2580.dcm,b880260ba6638f5e24e5db7cf6b7259f
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.601.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2581.dcm,4bc3624b53bcff21c4160d15a54117fd
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.602.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2582.dcm,a1b1aa49c8d094d5ff8873504c9e6e0b
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.603.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2583.dcm,773f8ca32d99aa85e28d4d0d2e883bc8
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.604.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2584.dcm,cffe5b1f8491eb9a8c5383a4728277a7
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.605.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2585.dcm,778270d61373ad223dbae48ebe2dd428
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.606.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2586.dcm,10191433ec4c78418a19893964f39429
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.607.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2587.dcm,8468333fca5edc7106325257fe6aa58b
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.608.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2588.dcm,26865c4b46ed4432f9aeade84b7f7dfb
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.609.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2589.dcm,06aa52bf92afb3f1ca3bfed812690b9d
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.610.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2590.dcm,0efa3fc9ccd0e4e257ba3f0831097abf
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.611.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2591.dcm,b80beeb5c5c275ce1b9e7067b5ebad60
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.612.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2592.dcm,7fceb6416a7d4f5ac857c69e9cac73ef
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.613.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2593.dcm,7f8bd6c67096d52667e0eb2df1773ffe
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.614.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2594.dcm,e036746ab5b1953c543c4f486c1d3538
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.615.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2595.dcm,cd681ebadb86e49f03c7836e86548eb4
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.616.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2596.dcm,bbfede17894c2529a9c0efb312f2f106
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.617.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2597.dcm,217b623b72c0ab9acc45cdf11c3f5d62
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.618.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2598.dcm,aa0d35f644a23b1f54d24aca36313117
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.619.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2599.dcm,89494b09913e6891bdd49a7936752eed
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.620.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2600.dcm,a6a6b7dbef8cbc39c3675e830e6e8140
NLM-Visible-Human-Project,VHP-F,1.3.6.1.4.1.5962.1.2.371.1672334394.26545,1.3.6.1.4.1.5962.1.3.371.2.1672334394.26545,1.3.6.1.4.1.5962.1.1.371.2.621.1672334394.26545,dac-vhm-radiological-fixed-dst/dac-vhm-dst/dst/Visible-Human/Female-Images/radiological/normalCT/c_vf2601.dcm,57fedbb26b49845dd408ca20c58d0396
